package	op	type	time	size	rows	cols
vroom (full altrep)_base	print	real	0.11465114215388894	1666833417	14776615	11
vroom (full altrep)_base	head	real	1.7472985200583935e-4	1666833417	14776615	11
vroom (full altrep)_base	tail	real	1.8450990319252014e-4	1666833417	14776615	11
vroom (full altrep)_base	sample	real	1.2700911611318588e-4	1666833417	14776615	11
vroom (full altrep)_base	filter	real	1.3111132408957928	1666833417	14776615	11
vroom (full altrep)_base	aggregate	real	7.056675831088796	1666833417	14776615	11
vroom (no altrep)_base	setup	real	0.15992675721645355	1666833417	14776615	11
vroom (no altrep)_base	read	real	18.550363107817248	1666833417	14776615	11
vroom (no altrep)_base	print	real	0.19940368994139135	1666833417	14776615	11
vroom (no altrep)_base	head	real	1.5943101607263088e-4	1666833417	14776615	11
vroom (no altrep)_base	tail	real	1.551629975438118e-4	1666833417	14776615	11
vroom (no altrep)_base	sample	real	1.663779839873314e-4	1666833417	14776615	11
vroom (no altrep)_base	filter	real	1.0023784078657627	1666833417	14776615	11
vroom (no altrep)_base	aggregate	real	1.2930826290976256	1666833417	14776615	11
vroom_dplyr	setup	real	0.3926252799574286	1666833417	14776615	11
vroom_dplyr	read	real	3.577639334835112	1666833417	14776615	11
vroom_dplyr	print	real	0.09125365200452507	1666833417	14776615	11
vroom_dplyr	head	real	1.7403415404260159e-4	1666833417	14776615	11
vroom_dplyr	tail	real	1.9183405674993992e-4	1666833417	14776615	11
vroom_dplyr	sample	real	0.001400474924594164	1666833417	14776615	11
vroom_dplyr	filter	real	1.3488841708749533	1666833417	14776615	11
vroom_dplyr	aggregate	real	1.8825885471887887	1666833417	14776615	11
vroom (full altrep)_dplyr	setup	real	0.39870698913000524	1666833417	14776615	11
vroom (full altrep)_dplyr	read	real	1.8946684440597892	1666833417	14776615	11
vroom (full altrep)_dplyr	print	real	0.0939269820228219	1666833417	14776615	11
vroom (full altrep)_dplyr	head	real	1.7195986583828926e-4	1666833417	14776615	11
vroom (full altrep)_dplyr	tail	real	1.6982201486825943e-4	1666833417	14776615	11
vroom (full altrep)_dplyr	sample	real	1.6605355918873101	1666833417	14776615	11
vroom (full altrep)_dplyr	filter	real	1.359735612059012	1666833417	14776615	11
vroom (full altrep)_dplyr	aggregate	real	1.885424372041598	1666833417	14776615	11
vroom (no altrep)_dplyr	setup	real	0.4024636608082801	1666833417	14776615	11
vroom (no altrep)_dplyr	read	real	17.54927517194301	1666833417	14776615	11
vroom (no altrep)_dplyr	print	real	0.08812921401113272	1666833417	14776615	11
vroom (no altrep)_dplyr	head	real	1.3917009346187115e-4	1666833417	14776615	11
vroom (no altrep)_dplyr	tail	real	1.5785591676831245e-4	1666833417	14776615	11
vroom (no altrep)_dplyr	sample	real	0.0012425461318343878	1666833417	14776615	11
vroom (no altrep)_dplyr	filter	real	0.9921459350734949	1666833417	14776615	11
vroom (no altrep)_dplyr	aggregate	real	0.7754277589265257	1666833417	14776615	11
data.table	setup	real	0.055149668129161	1666833417	14776615	11
data.table	read	real	14.793005729094148	1666833417	14776615	11
data.table	print	real	0.011318742064759135	1666833417	14776615	11
data.table	head	real	4.464029334485531e-4	1666833417	14776615	11
data.table	tail	real	3.268800210207701e-4	1666833417	14776615	11
data.table	sample	real	5.497040692716837e-4	1666833417	14776615	11
