package	op	type	time	size	rows	cols
vroom (full altrep)_base	tail	real	2.482910640537739e-4	400247578	1000000	25
vroom (full altrep)_base	sample	real	0.0019224330317229033	400247578	1000000	25
vroom (full altrep)_base	filter	real	0.13942717597819865	400247578	1000000	25
vroom (full altrep)_base	aggregate	real	1.847667965106666	400247578	1000000	25
vroom (no altrep)_base	setup	real	0.1570720982272178	400247578	1000000	25
vroom (no altrep)_base	read	real	47.70788922999054	400247578	1000000	25
vroom (no altrep)_base	print	real	0.09760478092357516	400247578	1000000	25
vroom (no altrep)_base	head	real	1.8816604278981686e-4	400247578	1000000	25
vroom (no altrep)_base	tail	real	2.1962798200547695e-4	400247578	1000000	25
vroom (no altrep)_base	sample	real	9.463499300181866e-4	400247578	1000000	25
vroom (no altrep)_base	filter	real	0.021515341009944677	400247578	1000000	25
vroom (no altrep)_base	aggregate	real	2.615238948026672	400247578	1000000	25
vroom_dplyr	setup	real	0.3482842091470957	400247578	1000000	25
vroom_dplyr	read	real	0.3655664238613099	400247578	1000000	25
vroom_dplyr	print	real	0.16448977100662887	400247578	1000000	25
vroom_dplyr	head	real	2.4159299209713936e-4	400247578	1000000	25
vroom_dplyr	tail	real	2.61175911873579e-4	400247578	1000000	25
vroom_dplyr	sample	real	0.003564957994967699	400247578	1000000	25
vroom_dplyr	filter	real	0.22167217312380672	400247578	1000000	25
vroom_dplyr	aggregate	real	1.2353098220191896	400247578	1000000	25
vroom (full altrep)_dplyr	setup	real	0.3921776209026575	400247578	1000000	25
vroom (full altrep)_dplyr	read	real	0.3626930140890181	400247578	1000000	25
vroom (full altrep)_dplyr	print	real	0.09808335010893643	400247578	1000000	25
vroom (full altrep)_dplyr	head	real	2.2266479209065437e-4	400247578	1000000	25
vroom (full altrep)_dplyr	tail	real	2.3957109078764915e-4	400247578	1000000	25
vroom (full altrep)_dplyr	sample	real	0.003797655925154686	400247578	1000000	25
vroom (full altrep)_dplyr	filter	real	0.21503757708705962	400247578	1000000	25
vroom (full altrep)_dplyr	aggregate	real	1.2338930470868945	400247578	1000000	25
vroom (no altrep)_dplyr	setup	real	0.3796307980082929	400247578	1000000	25
vroom (no altrep)_dplyr	read	real	44.683415294159204	400247578	1000000	25
vroom (no altrep)_dplyr	print	real	0.09436448500491679	400247578	1000000	25
vroom (no altrep)_dplyr	head	real	1.9633001647889614e-4	400247578	1000000	25
vroom (no altrep)_dplyr	tail	real	2.3643812164664268e-4	400247578	1000000	25
vroom (no altrep)_dplyr	sample	real	0.0033410999458283186	400247578	1000000	25
vroom (no altrep)_dplyr	filter	real	0.013664315920323133	400247578	1000000	25
vroom (no altrep)_dplyr	aggregate	real	0.2781409341841936	400247578	1000000	25
data.table	setup	real	0.07023386401124299	400247578	1000000	25
data.table	read	real	36.26535230805166	400247578	1000000	25
data.table	print	real	0.015893324045464396	400247578	1000000	25
data.table	head	real	2.3255101405084133e-4	400247578	1000000	25
data.table	tail	real	2.0948308520019054e-4	400247578	1000000	25
data.table	sample	real	0.0010655319783836603	400247578	1000000	25
data.table	filter	real	0.015062208054587245	400247578	1000000	25
data.table	aggregate	real	0.21296429308131337	400247578	1000000	25
readr	setup	real	0.3731468431651592	400247578	1000000	25
readr	read	real	57.43103609397076	400247578	1000000	25
readr	print	real	0.09955352498218417	400247578	1000000	25
readr	head	real	2.1685706451535225e-4	400247578	1000000	25
readr	tail	real	2.397450152784586e-4	400247578	1000000	25
readr	sample	real	0.003763043088838458	400247578	1000000	25
readr	filter	real	0.014554470079019666	400247578	1000000	25
readr	aggregate	real	0.3713934200350195	400247578	1000000	25
read.delim	setup	real	4.627043381333351e-6	400247578	1000000	25
read.delim	read	real	96.98813937604427	400247578	1000000	25
read.delim	print	real	0.008804586948826909	400247578	1000000	25
read.delim	head	real	2.2110785357654095e-4	400247578	1000000	25
read.delim	tail	real	2.573130186647177e-4	400247578	1000000	25
read.delim	sample	real	0.002311438089236617	400247578	1000000	25
read.delim	filter	real	0.020985423121601343	400247578	1000000	25
read.delim	aggregate	real	0.32903057197108865	400247578	1000000	25
