reading_package	manip_package	op	type	time	size	max_memory	rows	cols
vroom	dplyr	sample	real	0.005730152130126953	400248755	2930081792	1000000	25
vroom	dplyr	filter	process	0.159592607	400248755	2930081792	1000000	25
vroom	dplyr	filter	real	0.15960144996643066	400248755	2930081792	1000000	25
vroom	dplyr	aggregate	process	1.3554310470000002	400248755	2930081792	1000000	25
vroom	dplyr	aggregate	real	1.3554432392120361	400248755	2930081792	1000000	25
vroom_no_altrep	dplyr	setup	process	0.256260804	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	setup	real	0.258852481842041	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	read	process	51.855889415	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	read	real	49.65838956832886	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	print	process	0.12347327199999825	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	print	real	0.1234748363494873	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	head	process	1.4146299999850953e-4	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	head	real	1.4209747314453125e-4	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	tail	process	1.7375000000185992e-4	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	tail	real	1.747608184814453e-4	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	sample	process	0.005317069000000174	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	sample	real	0.005318403244018555	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	filter	process	0.015045690000000889	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	filter	real	0.015047073364257812	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	aggregate	process	0.3131872050000055	400248755	4071514112	1000000	25
vroom_no_altrep	dplyr	aggregate	real	0.3131892681121826	400248755	4071514112	1000000	25
