reading_package	manip_package	op	type	time	size	max_memory	rows	cols
vroom	dplyr	aggregate	real	0.007987935096025467	1963592	104439808	1000	100
vroom_no_altrep	base	setup	process	0.221121	1963592	81768448	1000	100
vroom_no_altrep	base	setup	real	0.23018689802847803	1963592	81768448	1000	100
vroom_no_altrep	base	read	process	0.3309230000000001	1963592	81768448	1000	100
vroom_no_altrep	base	read	real	0.21712045499589294	1963592	81768448	1000	100
vroom_no_altrep	base	print	process	0.26125200000000015	1963592	81768448	1000	100
vroom_no_altrep	base	print	real	0.2681444970658049	1963592	81768448	1000	100
vroom_no_altrep	base	head	process	3.8599999999999746e-4	1963592	81768448	1000	100
vroom_no_altrep	base	head	real	3.8862903602421284e-4	1963592	81768448	1000	100
vroom_no_altrep	base	tail	process	3.809999999999647e-4	1963592	81768448	1000	100
vroom_no_altrep	base	tail	real	3.8287800271064043e-4	1963592	81768448	1000	100
vroom_no_altrep	base	sample	process	4.610000000000447e-4	1963592	81768448	1000	100
vroom_no_altrep	base	sample	real	4.6214903704822063e-4	1963592	81768448	1000	100
vroom_no_altrep	base	filter	process	4.2999999999993044e-4	1963592	81768448	1000	100
vroom_no_altrep	base	filter	real	4.309409996494651e-4	1963592	81768448	1000	100
vroom_no_altrep	base	aggregate	process	6.820000000000714e-4	1963592	81768448	1000	100
vroom_no_altrep	base	aggregate	real	6.840609712526202e-4	1963592	81768448	1000	100
vroom_no_altrep	dplyr	setup	process	0.38852300000000006	1963592	102641664	1000	100
vroom_no_altrep	dplyr	setup	real	0.4041701720561832	1963592	102641664	1000	100
vroom_no_altrep	dplyr	read	process	0.28898099999999993	1963592	102641664	1000	100
vroom_no_altrep	dplyr	read	real	0.18613141193054616	1963592	102641664	1000	100
vroom_no_altrep	dplyr	print	process	0.260224	1963592	102641664	1000	100
vroom_no_altrep	dplyr	print	real	0.2615390319842845	1963592	102641664	1000	100
vroom_no_altrep	dplyr	head	process	4.930000000000767e-4	1963592	102641664	1000	100
vroom_no_altrep	dplyr	head	real	4.984879633411765e-4	1963592	102641664	1000	100
vroom_no_altrep	dplyr	tail	process	3.509999999999902e-4	1963592	102641664	1000	100
vroom_no_altrep	dplyr	tail	real	3.522849874570966e-4	1963592	102641664	1000	100
vroom_no_altrep	dplyr	sample	process	0.0014520000000000088	1963592	102641664	1000	100
vroom_no_altrep	dplyr	sample	real	0.0014529549516737461	1963592	102641664	1000	100
vroom_no_altrep	dplyr	filter	process	6.519999999998749e-4	1963592	102641664	1000	100
vroom_no_altrep	dplyr	filter	real	6.539089372381568e-4	1963592	102641664	1000	100
vroom_no_altrep	dplyr	aggregate	process	0.004507000000000039	1963592	102641664	1000	100
vroom_no_altrep	dplyr	aggregate	real	0.004509315942414105	1963592	102641664	1000	100
