exprs	process	real	size	rows	cols	max_memory
"{ library(vroom) data <- vroom(file, col_types = c(pickup_datetime = ""c"")) vr..."	57.120600576	19.275273323059082	1641999923	14388451	11	6518173696
"data.table::fwrite(data, tempfile(fileext = "".gz""), sep = ""\t"", nThread = 1)"	67.75096147299999	67.75405859947205	1641999923	14388451	11	6518173696
