exprs	process	real	size	rows	cols	max_memory
"{ library(vroom) data <- vroom(file, col_types = c(pickup_datetime = ""c"")) vr..."	35.361241811	14.539397954940796	1641999923	14388451	11	6645735424
"vroom_write(data, tempfile(fileext = "".gz""), delim = ""\t"")"	95.36469577100002	74.54302072525024	1641999923	14388451	11	6645735424
