exprs	process	real	size	rows	cols	max_memory
"{ library(vroom) data <- vroom(file, col_types = c(pickup_datetime = ""c"")) vr..."	52.228046424	18.820579051971436	1641999923	14388451	11	7046705152
"data.table::fwrite(data, tempfile(fileext = "".gz""), sep = ""\t"")"	67.654484228	8.864737272262573	1641999923	14388451	11	7046705152
