exprs	process	real	size	rows	cols	max_memory
library(vroom)	0.250527	0.28955147496890277	1595025	1000	100	84475904
"x <- vroom(file, trim_ws = FALSE, quote = """", escape_double = FALSE, na = cha..."	0.21162100000000006	0.2375753700034693	1595025	1000	100	84475904
print(x)	0.3255499999999999	0.3604233179939911	1595025	1000	100	84475904
a <- head(x)	0.0012440000000000229	0.0012464389437809587	1595025	1000	100	84475904
b <- tail(x)	0.0016519999999999868	0.0016544529935345054	1595025	1000	100	84475904
c <- x[sample(NROW(x), 100), ]	0.002813999999999872	0.0028171229641884565	1595025	1000	100	84475904
"d <- x[x$X1 == ""helpless_sheep"", ]"	0.012839000000000045	0.019055803073570132	1595025	1000	100	84475904
e <- tapply(x$X2, x$X1, function(x) mean(nchar(x)))	0.011624999999999996	0.011632970999926329	1595025	1000	100	84475904
