exprs	process	real	size	rows	cols	max_memory
library(data.table)	0.10078900000000002	0.10752396902535111	1595025	1000	100	112910336
"x <- fread(file, sep = ""\t"", quote = """", strip.white = FALSE, na.strings = NULL)"	0.04497099999999998	0.04766816005576402	1595025	1000	100	112910336
print(x)	0.05448999999999993	0.060237203957512975	1595025	1000	100	112910336
a <- head(x)	5.899999999999794e-4	0.010614295024424791	1595025	1000	100	112910336
b <- tail(x)	5.290000000000017e-4	0.0013529059942811728	1595025	1000	100	112910336
c <- x[sample(NROW(x), 100), ]	0.001699000000000006	0.0017001449596136808	1595025	1000	100	112910336
"d <- x[X1 == ""helpless_sheep"", ]"	0.011250000000000093	0.04069660301320255	1595025	1000	100	112910336
e <- x[, .(mean(nchar(X2))), by = X1]	0.0022339999999999582	0.010683530010282993	1595025	1000	100	112910336
