exprs	process	real	size	rows	cols	max_memory
({ library(readr) library(dplyr) })	0.299924053	0.2999274730682373	1600080624	100000	1000	13111074816
"x <- read_tsv(file, trim_ws = FALSE, quote = """", na = character())"	352.594731531	352.60566115379333	1600080624	100000	1000	13111074816
print(x)	0.1319284119999793	0.20656323432922363	1600080624	100000	1000	13111074816
a <- head(x)	0.0030927800000313255	0.0030944347381591797	1600080624	100000	1000	13111074816
b <- tail(x)	0.0024696019999623786	0.0024712085723876953	1600080624	100000	1000	13111074816
c <- sample_n(x, 100)	0.028117468999994344	0.028119802474975586	1600080624	100000	1000	13111074816
"d <- filter(x, X1 == ""helpless_sheep"")"	0.03594928299997946	0.035951852798461914	1600080624	100000	1000	13111074816
e <- group_by(x, X1) %>% summarise(avg_nchar = mean(nchar(X2)))	0.053741056999967896	0.05374312400817871	1600080624	100000	1000	13111074816
