exprs	process	real	size	rows	cols	max_memory
library(vroom)	0.250769	0.28263407410122454	4908477	10000	25	96550912
"x <- vroom(file, trim_ws = FALSE, quote = """", escape_double = FALSE, na = cha..."	0.21258900000000003	0.21874032798223197	4908477	10000	25	96550912
print(x)	0.28087700000000015	0.3305568910436705	4908477	10000	25	96550912
a <- head(x)	5.370000000000097e-4	6.806649034842849e-4	4908477	10000	25	96550912
b <- tail(x)	4.8000000000003595e-4	5.646100034937263e-4	4908477	10000	25	96550912
c <- x[sample(NROW(x), 100), ]	8.539999999999104e-4	0.0010528769344091415	4908477	10000	25	96550912
d <- x[x$X1 > 3, ]	0.012664999999999926	0.008343852940015495	4908477	10000	25	96550912
e <- tapply(x$X1, as.integer(x$X2), mean)	0.012601000000000084	0.01984154002275318	4908477	10000	25	96550912
