exprs	process	real	size	rows	cols	max_memory
library(vroom)	0.242921	0.2825801980216056	454897	3996	11	78770176
"x <- vroom(file, id = ""path"", col_types = c(pickup_datetime = ""c""), trim_ws =..."	0.160238	0.17847913899458945	454897	3996	11	78770176
print(head(x, 10))	0.22764000000000006	0.2710790999699384	454897	3996	11	78770176
a <- head(x)	3.030000000000532e-4	3.057479625567794e-4	454897	3996	11	78770176
b <- tail(x)	3.2799999999999496e-4	3.310759784653783e-4	454897	3996	11	78770176
c <- x[sample(NROW(x), 100), ]	5.359999999999809e-4	5.382169038057327e-4	454897	3996	11	78770176
"d <- x[x$payment_type == ""UNK"", ]"	0.0038679999999999826	0.0038703749887645245	454897	3996	11	78770176
e <- tapply(x$tip_amount, x$payment_type, mean)	0.026263000000000036	0.0310946989338845	454897	3996	11	78770176
